source,target,weight,type
CD4+,FoxP3+ PD.L1+ Treg+,-2.54349588342577,Depletion
CD4+ Tcell+,PD.L1+ CD4+,-2.0350373291002,Depletion
CD4+,PD.L1+ CD4+ APC+,-1.90724029747446,Depletion
CD8+ Tcell+,PD.L1+ CD4+,-1.33723534767521,Depletion
CD4+ APC+,PD.L1+ CD4+ Tcell+,-0.881944238478288,Depletion
CD4+,PD.L1+ CD4+,-0.792571441106847,Depletion
CD4+ APC+,PD.L1+ CD4+,-0.760710059032047,Depletion
CD4+,PD.L1+ CD4+ Tcell+,-0.511202950944616,Depletion
CD4+,CD8+ Tcell+,-0.292718430083642,Depletion
CD4+,CD4+ APC+,-0.159291205905961,Depletion
PD.L1+ CD4+,PD.L1+ CD4+,2.05620460152593,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+ APC+,1.62625237130381,Enrichment
CD8+ Tcell+,CD8+ Tcell+,1.24375302202937,Enrichment
CD4+ Tcell+,CD4+ Tcell+,0.72009177560181,Enrichment
CD4+ APC+,CD4+ APC+,0.517234972553273,Enrichment
CD4+,CD4+,0.30423652057637,Enrichment
