source,target,weight,type
CD8+ PD.L1+ Epithelial+,FoxP3+ PD.L1+ Treg+ Epithelial+,-3.51096191927738,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ APC+,-3.29425313644451,Depletion
CD4+ Epithelial+,CD8+ PD.L1+ Epithelial+,-2.60484069265388,Depletion
CD4+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.37064337992039,Depletion
CD4+,CD8+ PD.L1+ Epithelial+,-2.32965237422697,Depletion
CD8+ PD.L1+ Epithelial+,CD8+ Tcell+,-2.31315788525963,Depletion
CD4+ APC+,CD8+ PD.L1+ Epithelial+,-1.9061209529971,Depletion
CD4+ Tcell+,CD8+ PD.L1+ Epithelial+,-1.85541437811743,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Tcell+,-1.61353165291793,Depletion
CD4+,PD.L1+ CD4+ Epithelial+,-1.57712666130705,Depletion
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Tcell+,-1.10500752476097,Depletion
CD4+ APC+,PD.L1+ CD4+ Epithelial+,-0.885072276032104,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Epithelial+,-0.780178742163711,Depletion
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Tcell+,-0.767654798237346,Depletion
PD.L1+ CD4+ APC+,PD.L1+ CD4+ Epithelial+,-0.652404544562217,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+,-0.487539118969087,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,-0.41387946682289,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-0.343881535991411,Depletion
PD.L1+ CD4+,PD.L1+ CD4+ Epithelial+,-0.193696659733758,Depletion
CD4+,CD4+,3.37501616225973,Enrichment
CD4+ Epithelial+,CD4+ Epithelial+,2.80112693761524,Enrichment
CD4+,CD4+ APC+,2.09502019242842,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+,1.90391289580862,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+ APC+,1.78587519464715,Enrichment
CD4+,CD4+ Epithelial+,1.29589313009442,Enrichment
CD4+ APC+,CD4+ Epithelial+,1.1500007405339,Enrichment
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Epithelial+,1.05761817709347,Enrichment
CD4+,PD.L1+ CD4+,0.935869662580284,Enrichment
FoxP3+ PD.L1+ Treg+ Epithelial+,PD.L1+ CD4+ Epithelial+,0.730001646416442,Enrichment
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,0.430137691012965,Enrichment
