source,target,weight,type
CD4+,CD8+ PD.L1+,-2.442722376216,Depletion
CD4+,CD8+ FoxP3+ PD.L1+ Tcell+,-2.09085343045111,Depletion
CD4+,CD8+ PD.L1+ Epithelial+,-2.02885486267219,Depletion
CD4+,CD8+ FoxP3+ Tcell+,-1.81966818349646,Depletion
CD4+ APC+,PD.L1+ CD4+,-1.57477431276552,Depletion
CD4+,CD8+ PD.L1+ Tcell+,-1.56426729862911,Depletion
CD4+,CD8+ FoxP3+ PD.L1+,-1.13677470583047,Depletion
CD4+,PD.L1+ CD4+ APC+,-1.10097764772482,Depletion
CD4+,CD4+ Epithelial+,-1.09515723304034,Depletion
CD4+,PD.L1+ CD4+,-0.937112892540686,Depletion
CD4+,PD.L1+ CD4+ Tcell+,-0.903038270112912,Depletion
CD8+ Tcell+,PD.L1+ CD4+,-0.785550551739255,Depletion
PD.L1+ CD4+,PD.L1+ CD4+,1.3368269712667,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+ APC+,1.09644845548716,Enrichment
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+,0.710493382805015,Enrichment
CD4+,CD4+,0.295225916002575,Enrichment
CD4+,CD4+ APC+,0.238938730216331,Enrichment
