source,target,weight,type
CD4+,CD4+ Epithelial+,-1.60163797433667,Depletion
CD4+ Epithelial+,PD.L1+ CD4+,-1.56193705962243,Depletion
CD4+ APC+,CD4+ Epithelial+,-1.05903357997202,Depletion
CD4+ Epithelial+,CD4+ Tcell+,-1.03058831983342,Depletion
CD4+ Epithelial+,CD8+ Tcell+,-0.849891676745495,Depletion
CD4+,PD.L1+ CD4+ Epithelial+,-0.805705184838512,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ APC+,-0.656877682843514,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,-0.336815249747802,Depletion
CD4+,CD4+,2.66229653889757,Enrichment
CD4+,CD4+ APC+,1.79783615840161,Enrichment
CD4+,CD4+ Tcell+,1.60921004696783,Enrichment
CD4+,CD8+ Tcell+,1.60572106088795,Enrichment
CD4+ APC+,CD8+ Tcell+,1.33097323449037,Enrichment
CD4+ Epithelial+,CD4+ Epithelial+,0.14325418975734,Enrichment
