source,target,weight,type
CD8+ PD.L1+ Epithelial+,FoxP3+ Treg+ Tcell+,-3.40053792958373,Depletion
CD8+ APC+,CD8+ FoxP3+ PD.L1+ Epithelial+,-3.24336442569366,Depletion
CD4+ Tcell+,CD8+ PD.L1+ Epithelial+,-3.20006486151431,Depletion
CD4+,CD8+ PD.L1+ Tcell+,-3.00539998774259,Depletion
CD4+ Tcell+,CD8+ FoxP3+ PD.L1+ Epithelial+,-2.93545974780529,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,PD.L1+ CD4+ Tcell+,-2.70929063572336,Depletion
CD4+ Epithelial+,CD8+ PD.L1+ Tcell+,-2.68594014844598,Depletion
CD8+ PD.L1+ Epithelial+,CD8+ Tcell+,-2.65382435886596,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,CD8+ PD.L1+,-2.64503341957557,Depletion
CD8+,CD8+ FoxP3+ PD.L1+ Epithelial+,-2.5857637754104,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,CD8+ PD.L1+ APC+,-2.45680614923047,Depletion
CD4+ APC+,CD8+ FoxP3+ PD.L1+ Epithelial+,-2.4447848426729,Depletion
CD8+ FoxP3+ Tcell+,CD8+ PD.L1+ Epithelial+,-2.36176835941915,Depletion
CD8+ Epithelial+,PD.L1+ CD4+ Epithelial+,-2.31596653664865,Depletion
CD8+,CD8+ PD.L1+ Epithelial+,-2.25443397972677,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,CD8+ Tcell+,-2.18850642718404,Depletion
CD8+ Tcell+,PD.L1+ CD4+,-2.18586654531133,Depletion
CD8+ PD.L1+,CD8+ Tcell+,-2.15704371014558,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,CD8+ FoxP3+ Tcell+,-2.15497465997634,Depletion
CD4+ APC+,CD8+ PD.L1+ Epithelial+,-2.14259496603263,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+,-2.08746284125034,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Tcell+,-2.06103553099685,Depletion
CD8+ APC+,CD8+ FoxP3+ PD.L1+ Tcell+,-2.04439411935845,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,CD8+ PD.L1+ Tcell+,-2.00950074030888,Depletion
CD4+,CD8+ PD.L1+ Epithelial+,-1.93799619584938,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,CD8+ FoxP3+ PD.L1+ Tcell+,-1.88135550350138,Depletion
CD8+ APC+,CD8+ PD.L1+ Epithelial+,-1.81365032858908,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-1.63691458035588,Depletion
CD4+,CD8+ FoxP3+ PD.L1+ Epithelial+,-1.42425028608405,Depletion
CD4+ APC+,CD8+ PD.L1+ Tcell+,-1.28885069763793,Depletion
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Tcell+,-1.1994434666784,Depletion
CD8+ Epithelial+,CD8+ FoxP3+ PD.L1+ Epithelial+,-1.10433665981474,Depletion
