enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
-5.21587270290367	1	0	-10.4317454058073	CD8+ Tcell+	PD.L1+ CD4+ Epithelial+
-4.57893871309339	1	0	-9.15787742618677	CD4+ Epithelial+	CD8+ PD.L1+ Tcell+
-4.43362716708478	1	0	-8.86725433416957	CD4+ Tcell+	PD.L1+ CD4+ Epithelial+
-4.33985000288463	1	0	-8.67970000576925	CD4+ Tcell+	CD8+ PD.L1+ Epithelial+
-4.1527242606887	1	0	-8.30544852137741	CD8+ PD.L1+ Tcell+	PD.L1+ CD4+ Epithelial+
-3.61176256006487	1	0	-7.22352512012974	CD4+	CD8+ PD.L1+ Epithelial+
-3.59256313161498	1	0	-7.18512626322997	CD4+	PD.L1+ CD4+ Epithelial+
-3.56437816856506	1	0	-7.12875633713013	CD8+	PD.L1+ CD4+ Epithelial+
3.44260957730983	0.4	1	1.33303400334561	CD8+ PD.L1+ Epithelial+	CD8+ PD.L1+ Epithelial+
-3.34482849699744	1	0	-6.68965699399488	CD8+ PD.L1+ Epithelial+	CD8+ Tcell+
-3.27500704749987	1	0	-6.55001409499974	CD4+ Epithelial+	PD.L1+ CD4+ APC+
-3.20711196120771	1	0	-6.41422392241543	CD4+ APC+	CD4+ Epithelial+
-3.1622458489728	1	0	-6.32449169794559	CD4+ APC+	PD.L1+ CD4+ Epithelial+
-3.11553270462368	1	0	-6.23106540924737	PD.L1+ CD4+ Epithelial+	PD.L1+ CD4+ Tcell+
-2.97195733541501	1	0	-5.94391467083002	CD4+ Epithelial+	PD.L1+ CD4+ Tcell+
2.88055644779506	0.05	1	3.51960429393772	CD8+ PD.L1+ Tcell+	CD8+ PD.L1+ Tcell+
-2.87381319835909	1	0	-5.74762639671817	CD8+ PD.L1+	PD.L1+ CD4+ Epithelial+
-2.76765479823735	1	0	-5.53530959647469	FoxP3+ Treg+ Tcell+	PD.L1+ CD4+ Epithelial+
-2.62293035092018	1	0	-5.24586070184035	CD4+ APC+	CD8+ PD.L1+ Epithelial+
2.61445939796565	0	1	5.22891879593131	CD4+ Epithelial+	CD4+ Epithelial+
-2.59454854955035	1	0	-5.18909709910071	CD8+ PD.L1+ APC+	PD.L1+ CD4+ Epithelial+
2.58666078819318	0	1	5.17332157638636	PD.L1+ CD4+	PD.L1+ CD4+
-2.5799261465224	1	0	-5.15985229304481	CD4+ Epithelial+	CD8+ Tcell+
-2.56293619439116	1	0	-5.12587238878231	CD4+ Epithelial+	CD4+ Tcell+
-2.55826763405574	1	0	-5.11653526811147	CD8+ APC+	PD.L1+ CD4+ Epithelial+
2.55208464933104	0	1	5.10416929866208	PD.L1+ CD4+ Tcell+	PD.L1+ CD4+ Tcell+
-2.45545176772475	1	0.01	-4.17173890045821	CD4+ Epithelial+	CD8+
2.34078712213868	0.65	1	0.422409231795421	PD.L1+ CD4+ APC+	PD.L1+ CD4+ APC+
-2.24015853914503	1	0.02	-3.41148982532221	CD4+	CD8+ Epithelial+
2.19186755432299	0	1	4.38373510864598	CD8+ PD.L1+ Tcell+	PD.L1+ CD4+ Tcell+
2.16992500144231	0.76	1	0.246306613343818	CD8+ PD.L1+ APC+	PD.L1+ CD4+ APC+
1.98372920841617	0	1	3.96745841683234	PD.L1+ CD4+ Epithelial+	PD.L1+ CD4+ Epithelial+
