source,target,weight,type
CD4+,CD8+ PD.L1+,-3.84465346348058,Depletion
CD4+,CD8+ PD.L1+ Epithelial+,-2.63778411029132,Depletion
CD4+ Tcell+,PD.L1+ CD4+,-1.65306001710456,Depletion
CD4+,PD.L1+ CD4+ Epithelial+,-1.61708143286061,Depletion
CD4+,FoxP3+ PD.L1+ Treg+ Tcell+,-1.57208120942442,Depletion
CD4+,CD8+ APC+,-1.4541758931858,Depletion
CD4+,PD.L1+ CD4+ Tcell+,-1.41818994794577,Depletion
CD4+,PD.L1+ CD4+,-1.16027483140859,Depletion
CD4+,CD8+ Epithelial+,-0.689299160535892,Depletion
CD4+ Epithelial+,PD.L1+ CD4+,-0.677378134942553,Depletion
CD4+,FoxP3+ Treg+ Epithelial+,-0.664664872418534,Depletion
CD4+,CD4+ Epithelial+,-0.630247006428346,Depletion
CD4+,FoxP3+ Treg+ Tcell+,-0.322213043543412,Depletion
CD4+,CD8+ Tcell+,-0.115699153431587,Depletion
PD.L1+ CD4+,PD.L1+ CD4+,3.8406291533398,Enrichment
CD4+ Epithelial+,CD4+ Epithelial+,2.84667307277441,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+ Epithelial+,2.69079541273328,Enrichment
CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,1.73696559416621,Enrichment
CD4+ Epithelial+,FoxP3+ Treg+ Tcell+,1.31952560467206,Enrichment
CD4+,CD4+,0.0717080488408302,Enrichment
