source,target,weight,type
CD4+,CD8+ PD.L1+ Epithelial+,-3.23982032489458,Depletion
CD4+ Tcell+,CD8+ PD.L1+ Epithelial+,-2.94860084749336,Depletion
CD8+ PD.L1+ Epithelial+,FoxP3+ Treg+ Tcell+,-2.85598969730848,Depletion
CD4+ APC+,CD8+ PD.L1+ Epithelial+,-2.6728604784673,Depletion
CD4+,PD.L1+ CD4+ Epithelial+,-2.56415926331605,Depletion
CD4+ APC+,PD.L1+ CD4+ Epithelial+,-2.50915289704551,Depletion
CD8+ FoxP3+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.28917200162097,Depletion
CD8+ PD.L1+ Epithelial+,CD8+ Tcell+,-2.0480326964218,Depletion
CD8+ FoxP3+ PD.L1+ Tcell+,CD8+ PD.L1+ Epithelial+,-2.02191477642844,Depletion
CD4+ Tcell+,PD.L1+ CD4+ Epithelial+,-1.87446911791614,Depletion
CD4+,CD8+ PD.L1+ APC+,-1.7553149040451,Depletion
CD8+ PD.L1+ Epithelial+,FoxP3+ PD.L1+ Treg+ Tcell+,-1.69041709553247,Depletion
CD4+,CD8+ PD.L1+,-1.68929916053589,Depletion
CD4+ APC+,CD8+ PD.L1+ APC+,-1.60407132366886,Depletion
CD8+ Tcell+,PD.L1+ CD4+ Epithelial+,-1.57031572475675,Depletion
FoxP3+ Treg+ Tcell+,PD.L1+ CD4+ Epithelial+,-1.56907438901232,Depletion
CD4+,CD8+ FoxP3+ PD.L1+ Tcell+,-1.55745093715259,Depletion
CD4+ Epithelial+,PD.L1+ CD4+,-1.38799267626462,Depletion
FoxP3+ PD.L1+ Treg+ Tcell+,PD.L1+ CD4+ Epithelial+,-1.35936052290882,Depletion
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Tcell+,-1.29130885982897,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-1.25701061820602,Depletion
PD.L1+ CD4+ APC+,PD.L1+ CD4+ Epithelial+,-1.21809228390282,Depletion
CD4+ APC+,CD4+ Epithelial+,-1.11852584893567,Depletion
CD4+,CD8+ PD.L1+ Tcell+,-1.08338358771008,Depletion
CD4+,CD4+ Epithelial+,-0.986162672703885,Depletion
CD4+,PD.L1+ CD4+ Tcell+,-0.940354711533293,Depletion
FoxP3+ Treg+ Tcell+,PD.L1+ CD4+ APC+,-0.925999418556223,Depletion
CD4+,PD.L1+ CD4+ APC+,-0.806747343593838,Depletion
PD.L1+ CD4+,PD.L1+ CD4+ Epithelial+,-0.703927560500927,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ APC+,-0.663129179204274,Depletion
CD4+,FoxP3+ PD.L1+ Treg+ Tcell+,-0.41186007373782,Depletion
CD4+,PD.L1+ CD4+,-0.348468757243016,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+,-0.28586718848142,Depletion
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Epithelial+,1.8334586759935,Enrichment
PD.L1+ CD4+ APC+,PD.L1+ CD4+ APC+,1.72224408845944,Enrichment
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,1.54933859099043,Enrichment
FoxP3+ PD.L1+ Treg+ Tcell+,PD.L1+ CD4+ APC+,1.46551894851621,Enrichment
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ APC+,1.43140657168586,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+,1.11060872559772,Enrichment
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+,1.10691520391651,Enrichment
CD4+ APC+,CD4+ APC+,1.04462996378564,Enrichment
CD8+ PD.L1+ APC+,PD.L1+ CD4+ APC+,1.01254525331911,Enrichment
CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,0.998303709339102,Enrichment
FoxP3+ PD.L1+ Treg+ Tcell+,PD.L1+ CD4+,0.937264244652037,Enrichment
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Epithelial+,0.875847183389178,Enrichment
CD4+,CD4+,0.855305714620718,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+ APC+,0.843122183609664,Enrichment
CD4+,CD4+ Tcell+,0.757912532611118,Enrichment
CD4+,CD8+ Tcell+,0.74097865667283,Enrichment
CD4+,CD4+ APC+,0.578198953180879,Enrichment
FoxP3+ Treg+ Tcell+,PD.L1+ CD4+,0.571053655230517,Enrichment
CD4+,FoxP3+ Treg+ Tcell+,0.336427664582477,Enrichment
