source,target,weight,type
CD4+,CD8+ PD.L1+ Epithelial+,-5.68144926531496,Depletion
CD4+ APC+,CD8+ PD.L1+ Tcell+,-5.46695333712393,Depletion
CD4+ APC+,CD8+ PD.L1+ APC+,-4.25625587320273,Depletion
CD4+ Tcell+,CD8+ PD.L1+ Tcell+,-4.05484847699562,Depletion
CD4+ APC+,CD8+ PD.L1+ Epithelial+,-3.98276546258365,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-3.88362081628567,Depletion
CD4+ APC+,CD8+ PD.L1+,-3.70099449416827,Depletion
CD4+ Tcell+,CD8+ PD.L1+ Epithelial+,-3.68594014844598,Depletion
CD8+ PD.L1+ Epithelial+,CD8+ Tcell+,-3.52105073690096,Depletion
CD4+,CD8+ FoxP3+ PD.L1+ Tcell+,-3.50842865253186,Depletion
CD4+,CD8+ PD.L1+ APC+,-3.5003240492842,Depletion
CD4+ Tcell+,CD8+ PD.L1+,-3.39917109381982,Depletion
CD4+,CD8+ PD.L1+,-3.3526172989585,Depletion
CD8+ PD.L1+ APC+,FoxP3+ Treg+ Tcell+,-3.18745105402733,Depletion
CD4+,CD8+ PD.L1+ Tcell+,-3.13051908302734,Depletion
CD4+ APC+,CD8+ FoxP3+ PD.L1+ Tcell+,-3.0408924306469,Depletion
CD4+ Tcell+,CD8+ PD.L1+ APC+,-2.80598027208139,Depletion
CD8+ PD.L1+ Tcell+,FoxP3+ Treg+ Tcell+,-2.78868571061353,Depletion
CD8+ APC+,PD.L1+ CD4+,-2.72819538453847,Depletion
CD8+ PD.L1+ Epithelial+,FoxP3+ Treg+ Tcell+,-2.54349588342577,Depletion
CD4+ Tcell+,PD.L1+ CD4+ Tcell+,-2.50589092972996,Depletion
FoxP3+ Treg+ Tcell+,PD.L1+ CD4+,-2.50165144668834,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Tcell+,-2.47378691161437,Depletion
CD8+ APC+,PD.L1+ CD4+ APC+,-2.25806815294044,Depletion
CD8+ FoxP3+ Tcell+,PD.L1+ CD4+,-2.25256889559445,Depletion
CD4+ APC+,PD.L1+ CD4+ Tcell+,-2.23827734340987,Depletion
CD8+ PD.L1+ APC+,CD8+ Tcell+,-2.23802251782572,Depletion
FoxP3+ PD.L1+ Treg+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.23173028591578,Depletion
CD4+ Epithelial+,PD.L1+ CD4+,-2.12218743900949,Depletion
CD8+ APC+,CD8+ PD.L1+ APC+,-1.98880179339514,Depletion
CD4+ Tcell+,PD.L1+ CD4+,-1.92772409902568,Depletion
CD4+ APC+,PD.L1+ CD4+,-1.83852892291885,Depletion
