source,target,weight,type
CD4+ Epithelial+,CD8+ PD.L1+ Tcell+,-7.73876783680019,Depletion
CD4+,CD8+ PD.L1+ Tcell+,-5.83058722829532,Depletion
CD4+ Epithelial+,CD8+ PD.L1+,-5.65391987311942,Depletion
CD4+ Epithelial+,CD8+ PD.L1+ Epithelial+,-4.61235249875266,Depletion
CD4+,CD8+ FoxP3+ PD.L1+ Tcell+,-4.45220004940622,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-4.20580953714084,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ Tcell+,-4.13038179463775,Depletion
CD4+ Tcell+,CD8+ PD.L1+ Tcell+,-4.04788732939655,Depletion
CD4+,CD8+ PD.L1+,-3.8719421898871,Depletion
CD8+ PD.L1+ Tcell+,FoxP3+ Treg+ Epithelial+,-3.79597469420667,Depletion
CD4+,CD8+ PD.L1+ Epithelial+,-3.78993786898019,Depletion
CD4+,PD.L1+ CD4+ Tcell+,-3.55930354554969,Depletion
CD8+ PD.L1+ Tcell+,FoxP3+ Treg+ Tcell+,-3.51601514700366,Depletion
CD4+,CD8+ FoxP3+ PD.L1+ Epithelial+,-3.37155886261196,Depletion
CD4+ Epithelial+,CD8+ FoxP3+ PD.L1+ Tcell+,-3.0071955014042,Depletion
CD8+ PD.L1+,PD.L1+ CD4+ Epithelial+,-2.82411980453701,Depletion
CD4+ APC+,CD8+ PD.L1+ Tcell+,-2.6789824100598,Depletion
CD8+ FoxP3+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.63923216324928,Depletion
CD8+ FoxP3+ PD.L1+ Tcell+,CD8+ PD.L1+ Epithelial+,-2.58135124716878,Depletion
CD8+ PD.L1+ APC+,CD8+ PD.L1+ Epithelial+,-2.57531233068744,Depletion
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Tcell+,-2.45259543470287,Depletion
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Tcell+,-2.45122787913488,Depletion
CD4+ Tcell+,CD8+ PD.L1+,-2.4104297181633,Depletion
CD8+ PD.L1+ Tcell+,CD8+ Tcell+,-2.20789285164133,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ APC+,-2.18586654531133,Depletion
CD8+ FoxP3+ Tcell+,CD8+ PD.L1+ Tcell+,-2.16007721548597,Depletion
CD4+,FoxP3+ PD.L1+ Treg+ Tcell+,-2.14730669878029,Depletion
CD4+ Epithelial+,CD8+ FoxP3+ PD.L1+ Epithelial+,-2.114332675479,Depletion
CD8+ PD.L1+ Tcell+,FoxP3+ PD.L1+ Treg+ Epithelial+,-2.0036022366802,Depletion
CD8+ PD.L1+,FoxP3+ Treg+ Tcell+,-1.97727992349992,Depletion
FoxP3+ Treg+ Epithelial+,PD.L1+ CD4+ Tcell+,-1.97727992349992,Depletion
CD4+,FoxP3+ PD.L1+ Treg+ Epithelial+,-1.75657387879136,Depletion
CD8+ PD.L1+,CD8+ PD.L1+ Epithelial+,-1.74715385181725,Depletion
CD8+ FoxP3+ Epithelial+,CD8+ PD.L1+ Tcell+,-1.66066222685301,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Tcell+,-1.45326779531426,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,CD8+ PD.L1+,-1.44890095114513,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+,-1.44708091897245,Depletion
CD8+ FoxP3+ PD.L1+ Tcell+,PD.L1+ CD4+,-1.09153059312062,Depletion
CD4+,PD.L1+ CD4+ Epithelial+,-0.756006619701323,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+,-0.660793913680802,Depletion
CD8+ PD.L1+ Tcell+,FoxP3+ PD.L1+ Treg+ Tcell+,-0.636357806035895,Depletion
CD4+ Epithelial+,PD.L1+ CD4+,-0.605765224345891,Depletion
CD8+ PD.L1+ APC+,CD8+ PD.L1+ Tcell+,-0.43421611035286,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ Tcell+,-0.224422401783958,Depletion
